account_id,principal_amount,outstanding_amount,dpd,risk_segment,status,loan_type,opened_at,timezone,success_payment_amount,success_payment_count,recovery_rate,dpd_band
ACC0008282,176502.27,472597.4,90,NPA,WRITEOFF,PERSONAL,13-10-2024 01:52,Asia/Dubai,70902.15,1,0.150026534,61-90
ACC0008283,783659.96,29994.25,180,MEDIUM,ACTIVE,BNPL,17-04-2024 10:39,UTC,0,0,0,91-180
ACC0008284,692595.56,359595.07,45,LOW,CLOSED,CREDIT_CARD,31-05-2024 23:17,Asia/Kolkata,30651.46,1,0.085238822,31-60
ACC0008285,361968.39,606687.34,120,LOW,CLOSED,CONSUMER,07-12-2024 12:38,UTC,0,0,0,91-180
ACC0008286,149308.47,398478.13,90,HIGH,CLOSED,AUTO,07-06-2024 13:02,Asia/Dubai,0,0,0,61-90
ACC0008287,420234.53,446152.57,180,LOW,WRITEOFF,PERSONAL,21-12-2024 15:56,Asia/Kolkata,119423.96,1,0.267675159,91-180
ACC0008288,755783.79,603749.46,180,HIGH,CLOSED,PERSONAL,22-09-2024 02:56,Asia/Kolkata,142975.53,1,0.236812684,91-180
ACC0008289,370787.12,468714.02,30,LOW,PAID,CONSUMER,12-04-2024 13:37,Asia/Kolkata,127210.49,1,0.271403211,Jan-30
ACC0008290,359165.68,563322.75,0,MEDIUM,CLOSED,CREDIT_CARD,03-04-2025 04:10,Asia/Kolkata,87512.9,1,0.155351262,0
ACC0008291,373473.14,413407.99,45,LOW,CLOSED,PERSONAL,28-08-2025 04:12,Asia/Dubai,21212.13,1,0.051310402,31-60
ACC0008292,503164.64,318452.94,30,NPA,WRITEOFF,CREDIT_CARD,22-03-2025 18:23,UTC,131802.19,2,0.413882786,Jan-30
ACC0008293,731444.64,133130.29,180,NPA,PAID,CONSUMER,04-12-2024 14:11,Asia/Kolkata,163319.58,2,1.226764998,91-180
ACC0008294,354350.89,232810.96,45,LOW,ACTIVE,AUTO,12-07-2025 06:44,Asia/Dubai,0,0,0,31-60
ACC0008295,775527.99,223937.06,1,HIGH,ACTIVE,PERSONAL,03-11-2025 21:35,Asia/Kolkata,197333.06,3,0.881198762,Jan-30
ACC0008296,726199.45,234873.56,45,LOW,PAID,CREDIT_CARD,13-05-2025 17:05,UTC,0,0,0,31-60
ACC0008297,555585.7,567460.96,180,LOW,WRITEOFF,CREDIT_CARD,10-02-2025 03:57,UTC,0,0,0,91-180
ACC0008298,658033.81,655330.52,5,MEDIUM,WRITEOFF,BNPL,20-08-2025 22:46,Asia/Dubai,0,0,0,Jan-30
ACC0008299,751147.76,314405.28,75,HIGH,WRITEOFF,CONSUMER,13-06-2024 22:27,Asia/Kolkata,0,0,0,61-90
ACC0008300,559580,334201.61,30,MEDIUM,WRITEOFF,PERSONAL,19-01-2025 21:02,UTC,0,0,0,Jan-30
ACC0008301,446144.38,568072.05,15,HIGH,WRITEOFF,CREDIT_CARD,05-07-2024 17:08,UTC,148220.22,1,0.260917994,Jan-30
ACC0008302,94303.16,579963.71,75,MEDIUM,ACTIVE,AUTO,12-01-2024 14:10,UTC,41317.13,1,0.071240889,61-90
ACC0008303,378229.15,299479.42,0,MEDIUM,WRITEOFF,AUTO,28-12-2024 08:48,Asia/Dubai,147546.05,1,0.492675089,0
ACC0008304,628571.85,2319.51,120,HIGH,PAID,BNPL,02-11-2024 01:32,Asia/Kolkata,123072.06,1,53.05950826,91-180
ACC0008305,742302.26,116195.63,30,NPA,CLOSED,PERSONAL,22-01-2025 12:52,UTC,0,0,0,Jan-30
ACC0008306,636895.26,462968.33,180,LOW,WRITEOFF,AUTO,14-09-2025 18:53,UTC,40965.44,1,0.088484325,91-180
ACC0008307,201829.42,212783.28,120,HIGH,ACTIVE,PERSONAL,20-01-2025 13:03,Asia/Kolkata,120155,2,0.564682526,91-180
ACC0008308,242083.8,449471.73,120,HIGH,WRITEOFF,CREDIT_CARD,17-03-2025 14:30,Asia/Kolkata,47408.9,1,0.105476934,91-180
ACC0008309,67286.36,413434.39,0,MEDIUM,PAID,CONSUMER,24-03-2024 12:52,UTC,0,0,0,0
ACC0008310,275272.44,643263.14,120,HIGH,WRITEOFF,CONSUMER,10-02-2025 07:38,UTC,0,0,0,91-180
ACC0008311,727830.44,146201.78,75,NPA,CLOSED,AUTO,30-10-2025 11:12,UTC,197977.59,2,1.354139396,61-90
ACC0008312,285713.03,583393.03,5,MEDIUM,ACTIVE,BNPL,11-06-2025 02:34,Asia/Kolkata,0,0,0,Jan-30
ACC0008313,594715.51,519971.28,180,HIGH,ACTIVE,AUTO,25-02-2024 16:17,UTC,34699.11,1,0.066732743,91-180
ACC0008314,497515.14,152376.76,60,MEDIUM,WRITEOFF,BNPL,12-06-2024 07:46,UTC,86249.6,1,0.566028573,31-60
ACC0008315,198993.42,642682.06,75,MEDIUM,CLOSED,CREDIT_CARD,13-07-2025 19:12,Asia/Dubai,0,0,0,61-90
ACC0008316,733900.63,271634.63,15,NPA,PAID,CREDIT_CARD,22-05-2025 06:48,UTC,99409.93,1,0.36596928,Jan-30
ACC0008317,400444.74,157840.6,180,HIGH,CLOSED,CREDIT_CARD,18-04-2025 02:26,UTC,212663.99,2,1.347333893,91-180
ACC0008318,488771.49,19631.07,30,HIGH,CLOSED,CREDIT_CARD,02-11-2024 04:23,Asia/Dubai,7124.34,1,0.362911446,Jan-30
ACC0008319,191276.47,469819.59,180,NPA,CLOSED,PERSONAL,08-08-2025 15:54,UTC,0,0,0,91-180
ACC0008320,275306.5,482162.34,45,MEDIUM,ACTIVE,BNPL,14-10-2025 20:18,UTC,19902.37,1,0.041277322,31-60
ACC0008321,341919.89,509358.73,30,HIGH,PAID,PERSONAL,27-11-2024 14:18,UTC,162135,2,0.318312008,Jan-30
ACC0008322,232678.52,164811.47,75,HIGH,WRITEOFF,CONSUMER,09-10-2025 05:29,UTC,0,0,0,61-90
ACC0008323,728161.33,628425.38,5,LOW,ACTIVE,BNPL,10-09-2025 21:12,Asia/Kolkata,114087.92,1,0.181545691,Jan-30
ACC0008324,423103.59,280912.12,90,HIGH,WRITEOFF,AUTO,23-12-2024 20:28,Asia/Kolkata,0,0,0,61-90
ACC0008325,463313.69,454134.5,180,NPA,CLOSED,CREDIT_CARD,05-01-2024 17:17,Asia/Dubai,0,0,0,91-180
ACC0008326,360129.7,460176.3,90,NPA,ACTIVE,AUTO,31-12-2024 11:30,Asia/Kolkata,390340.15,4,0.848240446,61-90
ACC0008327,738917.67,699452.69,120,LOW,WRITEOFF,CONSUMER,16-01-2025 13:59,Asia/Kolkata,0,0,0,91-180
ACC0008328,232753.13,140725.84,60,MEDIUM,ACTIVE,BNPL,15-09-2025 15:47,Asia/Kolkata,0,0,0,31-60
ACC0008329,490236.82,485958.19,180,HIGH,CLOSED,PERSONAL,01-08-2025 21:32,Asia/Kolkata,88035.12,1,0.181157807,91-180
ACC0008330,717276.48,305213.37,1,MEDIUM,CLOSED,CONSUMER,19-10-2024 03:58,UTC,0,0,0,Jan-30
ACC0008331,561454.18,688659.53,5,NPA,PAID,CONSUMER,15-10-2024 07:58,Asia/Kolkata,178823.91,2,0.25966955,Jan-30
ACC0008332,777583.68,31478.35,180,MEDIUM,WRITEOFF,AUTO,04-02-2024 17:59,Asia/Dubai,0,0,0,91-180
ACC0008333,539830.16,104103.03,0,HIGH,PAID,CONSUMER,13-01-2024 12:45,Asia/Kolkata,5030.38,1,0.048321168,0
ACC0008334,588577.05,177477.84,5,LOW,WRITEOFF,CREDIT_CARD,10-07-2025 02:24,Asia/Kolkata,0,0,0,Jan-30
ACC0008335,136309.32,231968.29,60,MEDIUM,CLOSED,PERSONAL,06-01-2024 09:01,Asia/Dubai,9217.98,1,0.039738104,31-60
ACC0008336,367952.53,66279.19,60,MEDIUM,ACTIVE,PERSONAL,25-02-2025 22:08,Asia/Kolkata,0,0,0,31-60
ACC0008337,543799.66,677274.95,120,HIGH,PAID,AUTO,14-01-2024 23:08,Asia/Kolkata,0,0,0,91-180
ACC0008338,94978.04,667906.16,30,HIGH,ACTIVE,AUTO,13-06-2025 00:57,Asia/Dubai,0,0,0,Jan-30
ACC0008339,631432.26,35758.2,45,HIGH,WRITEOFF,PERSONAL,17-01-2024 08:51,UTC,0,0,0,31-60
ACC0008340,546322.24,693090.99,5,MEDIUM,CLOSED,PERSONAL,20-09-2024 02:40,Asia/Kolkata,60644.46,2,0.087498555,Jan-30
ACC0008341,344524.21,259563.55,30,LOW,WRITEOFF,AUTO,30-08-2025 16:35,Asia/Kolkata,0,0,0,Jan-30
ACC0008342,501748.21,377525.91,75,HIGH,CLOSED,AUTO,26-07-2024 06:35,UTC,0,0,0,61-90
ACC0008343,651589.22,299802.06,75,MEDIUM,ACTIVE,AUTO,09-05-2024 03:01,Asia/Dubai,0,0,0,61-90
ACC0008344,250232,620592.64,1,MEDIUM,WRITEOFF,AUTO,30-08-2025 04:20,Asia/Dubai,146930.99,1,0.236759157,Jan-30
ACC0008345,238049.95,278854.77,5,NPA,ACTIVE,AUTO,06-09-2025 03:12,UTC,0,0,0,Jan-30
ACC0008346,412527.41,269276.74,180,LOW,PAID,PERSONAL,08-04-2025 06:46,UTC,161347.38,2,0.599187958,91-180
ACC0008347,527226.26,24816.61,30,HIGH,PAID,CREDIT_CARD,22-05-2024 17:57,Asia/Kolkata,184753.84,2,7.444765421,Jan-30
ACC0008348,336140.52,47703.89,120,LOW,CLOSED,BNPL,08-07-2025 20:06,Asia/Kolkata,0,0,0,91-180
ACC0008349,622728.79,435879.96,60,NPA,CLOSED,PERSONAL,12-11-2024 05:16,Asia/Dubai,125235.38,1,0.287316214,31-60
ACC0008350,312362.02,290101.85,30,MEDIUM,WRITEOFF,BNPL,01-10-2025 20:44,UTC,122872.16,1,0.42354835,Jan-30
ACC0008351,799139.39,438786.38,60,HIGH,WRITEOFF,BNPL,28-05-2025 23:39,UTC,66058.99,1,0.150549317,31-60
ACC0008352,707417.11,104262.12,60,NPA,CLOSED,CREDIT_CARD,18-05-2025 16:59,Asia/Dubai,22393.14,1,0.214777332,31-60
ACC0008353,52291.32,158085.63,75,LOW,ACTIVE,AUTO,01-09-2024 04:16,Asia/Dubai,0,0,0,61-90
ACC0008354,351299.53,44327.54,15,HIGH,ACTIVE,PERSONAL,07-01-2024 04:28,Asia/Kolkata,0,0,0,Jan-30
ACC0008355,760403.09,58398.41,0,MEDIUM,WRITEOFF,PERSONAL,17-06-2025 16:27,Asia/Dubai,104463.47,1,1.78880675,0
ACC0008356,485868.35,362450.66,90,LOW,CLOSED,BNPL,05-10-2024 03:02,Asia/Dubai,112245.39,1,0.309684606,61-90
ACC0008357,94722.67,458047.8,15,LOW,PAID,AUTO,18-01-2025 14:58,Asia/Dubai,0,0,0,Jan-30
ACC0008358,591243.26,494130.28,0,LOW,WRITEOFF,PERSONAL,02-02-2024 16:19,UTC,0,0,0,0
ACC0008359,123436.75,497336.45,5,MEDIUM,PAID,PERSONAL,02-09-2025 14:38,Asia/Dubai,0,0,0,Jan-30
ACC0008360,269071.04,346638.49,30,HIGH,CLOSED,CREDIT_CARD,11-10-2024 06:16,Asia/Dubai,0,0,0,Jan-30
ACC0008361,181461.68,55841.34,1,HIGH,PAID,CONSUMER,22-10-2025 12:27,Asia/Dubai,109886.24,1,1.967829569,Jan-30
ACC0008362,787513.53,8499.24,1,HIGH,ACTIVE,CONSUMER,11-10-2024 04:10,Asia/Dubai,103127.83,1,12.13377078,Jan-30
ACC0008363,77868.45,200103.62,15,LOW,CLOSED,AUTO,13-04-2025 11:44,UTC,0,0,0,Jan-30
ACC0008364,567734.74,425763,45,LOW,CLOSED,AUTO,13-11-2024 05:29,Asia/Dubai,0,0,0,31-60
ACC0008365,644999.29,679131.61,75,HIGH,WRITEOFF,AUTO,30-09-2024 00:58,Asia/Dubai,115612.76,2,0.170236164,61-90
ACC0008366,29060.79,573723.19,1,HIGH,CLOSED,CREDIT_CARD,08-10-2024 07:35,UTC,74275.32,1,0.129461945,Jan-30
ACC0008367,610995.46,557755.72,120,HIGH,CLOSED,CREDIT_CARD,18-05-2024 14:46,UTC,0,0,0,91-180
ACC0008368,622842.96,15471.43,120,MEDIUM,ACTIVE,PERSONAL,28-01-2024 18:02,UTC,0,0,0,91-180
ACC0008369,141210.4,421134.72,30,NPA,ACTIVE,BNPL,12-10-2024 09:32,UTC,0,0,0,Jan-30
ACC0008370,77929.87,83469.44,0,MEDIUM,CLOSED,PERSONAL,13-06-2025 17:11,Asia/Dubai,122930.56,1,1.472761288,0
ACC0008371,367977.49,400803.24,5,MEDIUM,WRITEOFF,AUTO,09-09-2025 05:35,UTC,0,0,0,Jan-30
ACC0008372,337327.94,474273.05,30,NPA,ACTIVE,BNPL,27-11-2024 11:39,Asia/Kolkata,123207.73,1,0.259782271,Jan-30
ACC0008373,717964.31,301342.83,120,LOW,CLOSED,PERSONAL,28-08-2024 23:59,UTC,0,0,0,91-180
ACC0008374,124244.52,670867.15,45,LOW,ACTIVE,BNPL,28-08-2025 20:26,Asia/Dubai,258163.22,3,0.384820184,31-60
ACC0008375,281509.24,104665.79,1,HIGH,CLOSED,CONSUMER,17-07-2024 03:41,Asia/Kolkata,96448.64,1,0.92149154,Jan-30
ACC0008376,242368.9,441981.74,75,HIGH,ACTIVE,PERSONAL,17-04-2025 10:17,Asia/Dubai,0,0,0,61-90
ACC0008377,497654.57,518789.32,120,LOW,ACTIVE,CONSUMER,25-12-2024 18:56,UTC,146118.51,1,0.281652888,91-180
ACC0008378,521861.52,224305.19,5,MEDIUM,WRITEOFF,AUTO,16-03-2025 08:34,Asia/Dubai,0,0,0,Jan-30
ACC0008379,163193.7,476563.73,1,MEDIUM,ACTIVE,CONSUMER,02-11-2024 06:09,Asia/Dubai,0,0,0,Jan-30
ACC0008380,627985.56,241907.58,30,MEDIUM,WRITEOFF,CREDIT_CARD,07-11-2025 09:47,Asia/Dubai,0,0,0,Jan-30
ACC0008381,66368.94,587527.98,180,HIGH,WRITEOFF,BNPL,20-05-2024 06:49,UTC,0,0,0,91-180
ACC0008382,636812.41,82582.43,180,LOW,WRITEOFF,BNPL,21-07-2024 15:52,UTC,0,0,0,91-180
ACC0008383,549737.46,630986.8,45,LOW,ACTIVE,PERSONAL,19-05-2024 17:37,UTC,0,0,0,31-60
ACC0008384,180990.82,69476.42,1,MEDIUM,ACTIVE,CREDIT_CARD,12-04-2025 22:56,Asia/Dubai,0,0,0,Jan-30
ACC0008385,208004.67,176300.01,0,LOW,WRITEOFF,CONSUMER,09-07-2024 19:04,Asia/Kolkata,0,0,0,0
ACC0008386,444224.23,80066.91,75,LOW,PAID,CONSUMER,23-06-2024 03:35,UTC,0,0,0,61-90
ACC0008387,52551.59,541151.33,5,HIGH,WRITEOFF,BNPL,06-09-2024 00:23,Asia/Kolkata,0,0,0,Jan-30
ACC0008388,368785.73,88562.88,75,HIGH,ACTIVE,AUTO,28-02-2025 07:08,UTC,0,0,0,61-90
ACC0008389,448353.95,587189.98,180,HIGH,WRITEOFF,CONSUMER,26-10-2024 07:22,Asia/Dubai,0,0,0,91-180
ACC0008390,407212.62,161200.08,15,MEDIUM,CLOSED,CREDIT_CARD,03-11-2024 09:43,Asia/Kolkata,0,0,0,Jan-30
ACC0008391,638212.93,227036.57,1,NPA,ACTIVE,PERSONAL,08-08-2025 05:27,UTC,0,0,0,Jan-30
ACC0008392,569714.5,252344.15,45,HIGH,CLOSED,CREDIT_CARD,02-04-2025 12:11,UTC,0,0,0,31-60
ACC0008393,722068.64,281413,1,NPA,ACTIVE,BNPL,31-03-2024 07:38,UTC,0,0,0,Jan-30
ACC0008394,721117.14,77553.27,180,MEDIUM,ACTIVE,PERSONAL,01-01-2024 17:51,Asia/Kolkata,26472.66,1,0.341348082,91-180
ACC0008395,578774.59,677328.44,180,MEDIUM,WRITEOFF,CONSUMER,04-01-2025 05:00,Asia/Dubai,0,0,0,91-180
ACC0008396,469158.87,465277.91,180,HIGH,PAID,AUTO,29-10-2024 02:53,UTC,0,0,0,91-180
ACC0008397,41687.32,429154.03,180,MEDIUM,PAID,BNPL,14-09-2024 01:24,Asia/Kolkata,0,0,0,91-180
ACC0008398,432838.11,364905.79,1,HIGH,WRITEOFF,CREDIT_CARD,10-09-2024 10:39,Asia/Kolkata,0,0,0,Jan-30
ACC0008399,124731.64,476580.38,5,LOW,WRITEOFF,CONSUMER,01-05-2025 04:47,UTC,19393.71,1,0.040693471,Jan-30
ACC0008400,395204.43,195410.91,60,LOW,ACTIVE,AUTO,11-06-2024 10:41,Asia/Kolkata,0,0,0,31-60
ACC0008401,14617.09,423288.84,1,MEDIUM,WRITEOFF,CREDIT_CARD,09-06-2024 00:55,Asia/Dubai,0,0,0,Jan-30
ACC0008402,628073.42,78717.24,30,HIGH,WRITEOFF,CONSUMER,24-12-2024 02:37,Asia/Kolkata,0,0,0,Jan-30
ACC0008403,733412.05,306291.62,30,NPA,CLOSED,CREDIT_CARD,17-03-2025 11:07,UTC,88728,2,0.289684713,Jan-30
ACC0008404,404227.17,543659.66,1,HIGH,ACTIVE,CREDIT_CARD,08-01-2024 20:09,Asia/Dubai,0,0,0,Jan-30
ACC0008405,218125.9,621050.93,90,MEDIUM,ACTIVE,AUTO,12-02-2024 15:34,Asia/Dubai,0,0,0,61-90
ACC0008406,331807.01,8040.94,1,MEDIUM,PAID,BNPL,03-08-2025 12:57,UTC,119879.18,1,14.90860273,Jan-30
ACC0008407,205899.98,392128.61,45,LOW,ACTIVE,AUTO,27-09-2024 20:34,UTC,41498.89,2,0.105829794,31-60
ACC0008408,45147.35,173123.38,30,MEDIUM,CLOSED,PERSONAL,22-12-2024 17:51,Asia/Dubai,59059.57,2,0.341141503,Jan-30
ACC0008409,553163.38,193848.98,30,LOW,CLOSED,CREDIT_CARD,27-09-2024 02:04,Asia/Kolkata,87402.19,1,0.45087774,Jan-30
ACC0008410,796772.35,81857.33,180,MEDIUM,PAID,CONSUMER,16-11-2024 04:50,Asia/Dubai,0,0,0,91-180
ACC0008411,300807.16,488832,1,MEDIUM,CLOSED,AUTO,27-10-2025 01:01,UTC,0,0,0,Jan-30
ACC0008412,290393.35,131983.92,30,MEDIUM,ACTIVE,BNPL,09-04-2025 06:50,Asia/Kolkata,0,0,0,Jan-30
ACC0008413,760783.92,572041.22,5,NPA,WRITEOFF,BNPL,12-02-2024 19:08,UTC,0,0,0,Jan-30
ACC0008414,296385.12,204652.78,180,LOW,PAID,PERSONAL,20-03-2024 10:17,Asia/Kolkata,0,0,0,91-180
ACC0008415,69117.61,178685.52,180,LOW,ACTIVE,BNPL,17-08-2025 06:34,UTC,0,0,0,91-180
ACC0008416,31831.99,448603.78,1,HIGH,PAID,CONSUMER,12-02-2024 01:44,Asia/Dubai,0,0,0,Jan-30
ACC0008417,348283.67,622769.24,5,HIGH,CLOSED,AUTO,15-11-2024 02:14,UTC,0,0,0,Jan-30
ACC0008418,435040.5,277155.43,60,MEDIUM,CLOSED,CREDIT_CARD,07-07-2025 11:22,UTC,0,0,0,31-60
ACC0008419,779876.84,508532,60,HIGH,ACTIVE,CONSUMER,23-05-2024 05:08,UTC,0,0,0,31-60
ACC0008420,590817.86,239395.75,90,NPA,PAID,PERSONAL,13-10-2024 17:29,Asia/Kolkata,0,0,0,61-90
ACC0008421,608209.18,375595.87,5,HIGH,PAID,AUTO,15-05-2024 06:08,Asia/Kolkata,107698.03,1,0.286739122,Jan-30
ACC0008422,712961.37,439051.2,75,MEDIUM,CLOSED,AUTO,13-03-2024 19:34,UTC,0,0,0,61-90
ACC0008423,377236.17,136988.99,1,LOW,PAID,BNPL,29-11-2024 02:33,Asia/Kolkata,0,0,0,Jan-30
ACC0008424,772516.3,237102.29,90,HIGH,WRITEOFF,PERSONAL,21-08-2024 16:18,Asia/Dubai,72454.41,1,0.30558292,61-90
ACC0008425,28624.89,356408.03,0,MEDIUM,WRITEOFF,BNPL,18-06-2024 14:11,Asia/Dubai,243546.48,2,0.683336119,0
ACC0008426,532929.84,96122.96,60,NPA,WRITEOFF,BNPL,26-08-2024 07:48,UTC,23824.21,1,0.247851398,31-60
ACC0008427,738674.73,480545.45,30,LOW,ACTIVE,CREDIT_CARD,04-07-2025 19:01,Asia/Kolkata,0,0,0,Jan-30
ACC0008428,783152.24,191116.26,0,NPA,PAID,AUTO,13-11-2024 05:24,Asia/Kolkata,0,0,0,0
ACC0008429,324748.92,434944.67,5,NPA,PAID,CONSUMER,05-11-2025 01:23,UTC,0,0,0,Jan-30
ACC0008430,650346.07,126089.85,0,HIGH,CLOSED,PERSONAL,07-04-2024 23:25,Asia/Kolkata,0,0,0,0
ACC0008431,76507.66,576628.03,0,MEDIUM,CLOSED,PERSONAL,26-07-2024 06:11,UTC,21272.17,1,0.036890628,0
ACC0008432,72802.92,66678.3,75,HIGH,ACTIVE,PERSONAL,03-10-2025 23:59,Asia/Kolkata,0,0,0,61-90
ACC0008433,218415.51,358519.78,5,HIGH,WRITEOFF,CREDIT_CARD,28-04-2024 02:32,Asia/Kolkata,13567.67,1,0.037843574,Jan-30
ACC0008434,10338.12,144677.51,45,MEDIUM,WRITEOFF,BNPL,28-04-2025 13:42,Asia/Kolkata,91677.64,1,0.63366891,31-60
ACC0008435,589837.89,539594.66,75,LOW,CLOSED,BNPL,20-08-2024 10:36,UTC,80568.97,1,0.149313876,61-90
ACC0008436,13177.7,326127.3,0,LOW,ACTIVE,CONSUMER,09-11-2025 21:26,Asia/Kolkata,0,0,0,0
ACC0008437,302210.24,531542.92,90,MEDIUM,CLOSED,BNPL,20-09-2025 10:42,UTC,92850.23,1,0.174680588,61-90
ACC0008438,726847.52,196905.8,180,MEDIUM,CLOSED,CREDIT_CARD,22-06-2025 06:56,Asia/Kolkata,0,0,0,91-180
ACC0008439,763422.03,427452.41,30,LOW,WRITEOFF,PERSONAL,22-06-2025 22:54,UTC,0,0,0,Jan-30
ACC0008440,305247.51,373320.18,5,MEDIUM,WRITEOFF,CREDIT_CARD,27-09-2025 14:27,Asia/Dubai,348855.35,3,0.934466896,Jan-30
ACC0008441,629661.82,328102.47,75,HIGH,CLOSED,BNPL,09-04-2024 11:33,UTC,0,0,0,61-90
ACC0008442,250802.79,417066.04,45,HIGH,ACTIVE,PERSONAL,19-05-2025 22:32,Asia/Dubai,251317.85,2,0.602585264,31-60
ACC0008443,588738.72,62451.15,45,NPA,PAID,PERSONAL,28-07-2024 05:56,Asia/Dubai,53032.2,1,0.849178918,31-60
ACC0008444,440417.86,253961.37,1,LOW,PAID,CONSUMER,08-05-2025 00:22,UTC,0,0,0,Jan-30
ACC0008445,323985.68,180164.99,15,NPA,WRITEOFF,BNPL,17-10-2024 11:52,UTC,0,0,0,Jan-30
ACC0008446,88047.45,51580.69,60,MEDIUM,PAID,PERSONAL,14-06-2024 10:12,UTC,132936.27,1,2.577248773,31-60
ACC0008447,88614.12,222086.8,60,MEDIUM,CLOSED,BNPL,22-10-2025 04:17,Asia/Dubai,40835.48,1,0.183871711,31-60
ACC0008448,759171.74,82804.94,15,LOW,CLOSED,AUTO,31-01-2024 01:59,Asia/Kolkata,0,0,0,Jan-30
ACC0008449,366330.09,594335.13,30,NPA,PAID,AUTO,10-06-2025 08:18,UTC,57097.44,1,0.096069435,Jan-30
ACC0008450,255980.27,102468.67,180,HIGH,PAID,CONSUMER,09-11-2024 03:49,Asia/Dubai,0,0,0,91-180
ACC0008451,289314.54,264640.73,0,NPA,PAID,BNPL,17-06-2024 13:41,UTC,60231.34,2,0.227596636,0
ACC0008452,461325.4,180829.86,90,HIGH,WRITEOFF,AUTO,18-04-2024 14:19,UTC,0,0,0,61-90
ACC0008453,501274.07,524302.9,5,MEDIUM,ACTIVE,CREDIT_CARD,24-04-2025 10:19,Asia/Kolkata,102542.75,1,0.195579216,Jan-30
ACC0008454,103439.61,280951.25,90,NPA,WRITEOFF,CREDIT_CARD,27-04-2025 15:20,Asia/Dubai,12854.93,1,0.04575502,61-90
ACC0008455,536240.79,406229.57,15,LOW,PAID,PERSONAL,24-02-2025 22:19,Asia/Dubai,140855.88,1,0.346739603,Jan-30
ACC0008456,302150.46,674607.15,90,MEDIUM,WRITEOFF,AUTO,29-07-2025 02:37,Asia/Kolkata,134458.33,1,0.199313526,61-90
ACC0008457,163203.91,442194.25,60,LOW,ACTIVE,CONSUMER,06-10-2025 01:13,UTC,0,0,0,31-60
ACC0008458,691251.7,348274.18,75,MEDIUM,PAID,PERSONAL,15-04-2025 23:43,UTC,0,0,0,61-90
ACC0008459,37733.83,67448.79,1,MEDIUM,ACTIVE,AUTO,04-11-2025 17:28,UTC,0,0,0,Jan-30
ACC0008460,423930.69,387084.08,90,NPA,WRITEOFF,PERSONAL,17-07-2024 18:48,UTC,0,0,0,61-90
ACC0008461,456082.84,351523.91,5,MEDIUM,WRITEOFF,CONSUMER,01-06-2025 17:43,Asia/Kolkata,124958.43,1,0.355476332,Jan-30
ACC0008462,325986.61,253448.51,60,NPA,WRITEOFF,AUTO,30-11-2025 05:07,UTC,0,0,0,31-60
ACC0008463,709712.77,566628.31,30,MEDIUM,CLOSED,CONSUMER,12-03-2025 01:25,Asia/Kolkata,0,0,0,Jan-30
ACC0008464,515577.59,589829.17,60,MEDIUM,WRITEOFF,AUTO,19-07-2025 05:18,Asia/Dubai,121130.13,2,0.205364767,31-60
ACC0008465,613995.3,213444.46,30,MEDIUM,ACTIVE,AUTO,10-02-2025 04:34,UTC,0,0,0,Jan-30
ACC0008466,385771.1,68356.06,90,MEDIUM,ACTIVE,BNPL,16-08-2024 01:31,Asia/Kolkata,37042.68,1,0.541907769,61-90
ACC0008467,603960.54,344510.1,15,LOW,CLOSED,BNPL,21-08-2024 09:04,UTC,0,0,0,Jan-30
ACC0008468,192738.37,327453.41,90,MEDIUM,CLOSED,CONSUMER,28-07-2025 21:11,Asia/Kolkata,238744.03,3,0.729093125,61-90
ACC0008469,470264.33,205343.31,90,HIGH,PAID,BNPL,30-07-2024 01:27,UTC,18619.57,1,0.090675318,61-90
ACC0008470,428314.87,611313.82,75,NPA,CLOSED,BNPL,31-05-2025 00:18,Asia/Kolkata,0,0,0,61-90
ACC0008471,781578.78,528300.27,5,LOW,WRITEOFF,PERSONAL,08-05-2025 10:26,Asia/Dubai,0,0,0,Jan-30
ACC0008472,641183.73,49989.52,180,MEDIUM,CLOSED,BNPL,05-04-2024 00:51,UTC,32966.6,1,0.659470225,91-180
ACC0008473,755363.77,347972.09,90,HIGH,ACTIVE,AUTO,23-11-2025 07:33,UTC,8758.03,1,0.025168771,61-90
ACC0008474,157225.74,559497.81,60,NPA,ACTIVE,PERSONAL,23-04-2024 16:11,Asia/Kolkata,0,0,0,31-60
ACC0008475,789328.13,67502.77,75,MEDIUM,ACTIVE,BNPL,24-12-2024 20:50,UTC,152066.52,2,2.252744887,61-90
ACC0008476,69438.8,490561.26,1,NPA,PAID,PERSONAL,18-02-2025 02:30,Asia/Kolkata,52075.04,1,0.106154,Jan-30
ACC0008477,197289.16,288661.12,60,HIGH,PAID,AUTO,02-06-2024 11:28,Asia/Dubai,147899.21,1,0.512362766,31-60
ACC0008478,209266.26,488609.29,0,HIGH,PAID,CONSUMER,12-11-2025 00:23,UTC,0,0,0,0
ACC0008479,407669.8,513354.6,75,NPA,CLOSED,PERSONAL,04-01-2025 14:35,Asia/Dubai,0,0,0,61-90
ACC0008480,659323.54,24212.74,1,LOW,WRITEOFF,CREDIT_CARD,07-01-2025 10:49,Asia/Kolkata,39010.22,1,1.611144381,Jan-30
ACC0008481,164545.27,429218.09,5,MEDIUM,CLOSED,BNPL,23-06-2024 03:17,Asia/Dubai,44280.97,1,0.103166598,Jan-30
ACC0008482,552236.76,30198.26,120,MEDIUM,ACTIVE,AUTO,29-09-2025 18:47,Asia/Dubai,0,0,0,91-180
